Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,181500.000000,199000.000000,179500.000000,196500.000000,188986.984375,16798377
2020-12-07,195500.000000,198500.000000,186000.000000,190000.000000,182735.515625,11338153
2020-12-14,190500.000000,193500.000000,186000.000000,189000.000000,181773.734375,5788654
2020-12-21,188500.000000,189000.000000,183000.000000,187000.000000,179850.203125,4865022
2020-12-28,189000.000000,193500.000000,187500.000000,192000.000000,184659.046875,5260015
2021-01-04,194000.000000,257000.000000,193500.000000,246000.000000,240400.187500,33934876
2021-01-11,256500.000000,289000.000000,239000.000000,240000.000000,234536.781250,35584529
2021-01-18,237500.000000,277000.000000,234000.000000,257000.000000,251149.812500,18356455
2021-01-25,253000.000000,262000.000000,227000.000000,229000.000000,223787.171875,10629740
2021-02-01,229000.000000,253000.000000,224500.000000,249500.000000,243820.531250,9749260
2021-02-08,238000.000000,246000.000000,228500.000000,245000.000000,239422.968750,5838219
2021-02-15,247000.000000,251000.000000,235500.000000,242000.000000,236491.265625,5395068
2021-02-22,243000.000000,249000.000000,235000.000000,237000.000000,231605.078125,9133552
2021-03-01,237000.000000,249000.000000,228500.000000,235000.000000,229650.593750,5847803
2021-03-08,237000.000000,237500.000000,227000.000000,232500.000000,227207.500000,4986664
2021-03-15,233000.000000,238000.000000,229000.000000,229500.000000,224275.796875,4091737
2021-03-22,230000.000000,231000.000000,212000.000000,215500.000000,210594.468750,5382269
2021-03-29,215500.000000,238500.000000,211000.000000,233500.000000,228184.750000,7269109
2021-04-05,236000.000000,236500.000000,226500.000000,228500.000000,223298.562500,4078337
2021-04-12,228000.000000,237000.000000,225500.000000,231500.000000,226230.265625,3367456
2021-04-19,232000.000000,232500.000000,220500.000000,221000.000000,215969.281250,4514510
2021-04-26,221500.000000,223500.000000,211000.000000,212000.000000,207174.156250,4335020
2021-05-03,212000.000000,227000.000000,211000.000000,224000.000000,218900.984375,3427875
2021-05-10,226500.000000,236000.000000,221500.000000,229000.000000,223787.171875,6570505
2021-05-17,232000.000000,233000.000000,224000.000000,227500.000000,222321.312500,4433805
2021-05-24,227500.000000,232500.000000,220000.000000,232000.000000,226718.890625,7337170
